Gene	logFC	logCPM	PValue	FDR		Gene	B56	B57	B58	Y59	Y60	Y61	Y62		Comparison	of	groups:	Yaa-B6
Paox	-4.50E-01	4.085419302	1.22E-03	6.15E-03		Paox	19.33503356	22.15974678	19.48013664	13.73415917	17.29592183	13.61461211	13.38927697					
Eif3c	2.12E-01	8.304505662	1.22E-03	6.16E-03		Eif3c	293.4264539	295.7710647	295.0496443	321.6845282	340.6452898	321.2114122	343.7247223					
P2ry6	-6.31E-01	2.295562719	1.24E-03	6.22E-03		P2ry6	5.857192576	5.847710957	7.054268748	4.333890228	3.796665768	4.204512563	3.264052596					
Snrk	-2.32E-01	6.525159718	1.24E-03	6.22E-03		Snrk	102.4693798	103.9045905	100.7013043	88.81422932	83.87819003	84.15698956	81.20163498					
Plxnd1	-3.27E-01	5.492297331	1.24E-03	6.23E-03		Plxnd1	54.79309184	54.35293447	46.07926008	44.68179784	42.88826145	34.70391322	37.83636478					
1300002E11Rik	-2.83E-01	5.478672117	1.25E-03	6.27E-03		1300002E11Rik	49.43974378	50.8443079	51.06255085	39.24917488	41.0602372	39.04190237	41.69993724					
Igf2bp2	1.06E+00	0.334169486	1.25E-03	6.28E-03		Igf2bp2	0.629805653	0.86176793	0.906052867	1.892261931	1.617098383	1.401504188	1.53210632					
Rnf26	3.32E-01	5.228878153	1.25E-03	6.29E-03		Rnf26	34.00950528	30.46965183	35.20662568	37.47899437	45.63029784	39.70928532	39.96799097					
Dusp10	3.63E-01	4.779153586	1.26E-03	6.31E-03		Dusp10	25.44414839	22.95995986	23.68681066	30.09306877	31.9201159	27.09574763	30.90857968					
Rpl15	2.04E-01	9.342720783	1.26E-03	6.31E-03		Rpl15	589.7500138	606.2537391	627.0533019	674.4998172	687.2668127	662.9782191	693.7777099					
Srebf2	2.76E-01	8.346979622	1.26E-03	6.31E-03		Srebf2	352.0613602	268.8100394	265.8617983	347.4437067	340.0828207	354.3136063	347.1886149					
Slc35e1	2.32E-01	6.813507041	1.26E-03	6.31E-03		Slc35e1	109.0193586	99.22642171	103.8077713	114.2071636	121.6339218	121.7306494	117.2394402					
Got1	3.32E-01	5.218799422	1.26E-03	6.31E-03		Got1	34.89123319	31.51608431	32.6179032	38.82188993	41.69301482	36.37237059	44.63092325					
Tmem160	3.72E-01	4.528050345	1.26E-03	6.32E-03		Tmem160	21.41339221	19.38977844	19.5448547	25.57605642	26.01419137	25.16033708	24.31386117					
Stox2	-7.63E-01	1.598099305	1.27E-03	6.33E-03		Stox2	3.463931093	4.678168765	3.883083715	2.563709712	1.757715633	2.803008375	1.998399548					
Cops3	2.56E-01	5.934501771	1.28E-03	6.41E-03		Cops3	56.17866428	54.84537329	57.01661254	63.11609149	66.86350269	64.33571605	65.61411851					
Slx4	2.56E-01	6.4013978	1.28E-03	6.42E-03		Slx4	82.50454058	72.38850616	77.40280205	89.4856771	90.69812668	82.75548537	96.05640496					
Tep1	-2.20E-01	6.86673822	1.29E-03	6.45E-03		Tep1	129.8029451	129.8807381	127.8181723	112.0096981	104.7598518	105.2462907	107.9801889					
Ephb6	-4.84E-01	3.559073806	1.29E-03	6.45E-03		Ephb6	13.85572437	15.08093878	13.97910137	11.29253088	10.05413342	8.7427166	9.525704514					
Rap2b	-3.00E-01	5.40953824	1.29E-03	6.45E-03		Rap2b	47.80224909	50.16720452	47.30890326	41.93496601	37.1932628	35.17108128	38.10281806					
Camta2	-2.40E-01	6.719665653	1.30E-03	6.47E-03		Camta2	122.5601801	119.108639	110.8620401	103.4029584	93.58078032	99.37332074	89.32845981					
Ifnar1	-2.20E-01	7.609474958	1.30E-03	6.49E-03		Ifnar1	217.8497755	220.3663708	210.074829	187.4560125	175.7715633	187.4011314	169.2644418					
Prrg4	6.43E-01	2.475164135	1.30E-03	6.49E-03		Prrg4	3.652872789	5.232162435	3.947801777	5.737826499	7.593331536	5.939708224	6.861171783					
Clec2i	-2.77E-01	6.649302107	1.30E-03	6.50E-03		Clec2i	127.5356448	108.3980947	104.4549519	99.74051595	87.81547304	95.43576135	79.73614198					
Cdhr3	-1.10E+00	0.112499597	1.30E-03	6.50E-03		Cdhr3	1.196630741	2.215974678	1.294361238	1.037692026	0.562469003	0.734121241	0.466293228					
Rbbp8	3.56E-01	5.079976822	1.31E-03	6.50E-03		Rbbp8	30.35663249	27.08413496	31.51769615	33.99967404	43.31011321	33.83631539	36.63732505					
Sept5	1.09E+00	1.169089357	1.31E-03	6.51E-03		Sept5	0.629805653	0.86176793	2.7181586	2.014343345	3.093579515	3.403653027	3.064212641					
Psmd3	2.20E-01	6.896665187	1.31E-03	6.52E-03		Psmd3	111.4756006	110.4294048	110.3442956	121.1658043	128.8054016	124.6671344	126.7651447					
Zbtb37	-3.73E-01	4.737694656	1.32E-03	6.55E-03		Zbtb37	27.27058479	34.03983325	32.22959483	24.35524227	22.35814286	25.29381367	21.38287517					
Zdhhc17	-2.60E-01	6.248991357	1.33E-03	6.61E-03		Zdhhc17	88.99153881	88.63898713	78.5030091	71.53970912	63.8402318	73.47886241	67.67913137					
Impdh2	2.28E-01	7.267665749	1.33E-03	6.62E-03		Impdh2	138.7461854	139.3601853	150.0811856	152.9069721	169.9359474	153.4980777	173.5943074					
1810006J02Rik	-8.05E-01	1.232147237	1.33E-03	6.62E-03		1810006J02Rik	3.400950528	3.200852313	2.847594724	2.258506175	1.335863881	1.735195661	1.598719639					
Akr7a5	-3.77E-01	4.492611379	1.34E-03	6.65E-03		Akr7a5	26.32587631	28.56145141	24.01040097	19.53302638	20.31919272	19.9547501	18.98479571					
Sipa1l1	-2.27E-01	6.833256847	1.34E-03	6.65E-03		Sipa1l1	128.0394893	124.4023562	127.2357097	108.7745407	97.30713746	106.44758	106.5146959					
4833442J19Rik	-4.69E-01	3.594779598	1.34E-03	6.65E-03		4833442J19Rik	13.91870494	14.77316452	15.07930843	10.62108309	9.210429919	10.21095908	10.79135756					
Cd36	-2.86E-01	5.820711576	1.35E-03	6.69E-03		Cd36	62.09883742	67.77189224	62.51764781	58.72116055	47.24739623	50.52088905	46.96238939					
Prss34	1.03E+00	1.722386961	1.36E-03	6.73E-03		Prss34	0.94470848	1.538871304	3.883083715	3.052035372	4.499752021	5.205586983	3.996799097					
Cdca4	2.80E-01	6.017538054	1.37E-03	6.78E-03		Cdca4	61.65797346	53.6758311	60.96441432	66.22916757	67.63689757	66.93850954	76.07240948					
Trim30b	-3.47E-01	6.034592009	1.37E-03	6.78E-03		Trim30b	61.46903176	80.08286268	86.85163909	67.3279003	52.94239488	62.06661403	48.8275623					
Fasn	2.26E-01	7.826698741	1.37E-03	6.79E-03		Fasn	224.5257154	198.8837274	208.1332871	232.0767697	242.8459919	232.7831718	248.5342905					
Tmem38b	5.64E-01	3.664224175	1.37E-03	6.79E-03		Tmem38b	7.935551232	10.71054428	11.90812339	18.12909011	13.63987332	12.54679939	13.72234357					
Micall1	-2.48E-01	6.217744601	1.38E-03	6.81E-03		Micall1	85.90549111	82.29883736	81.48003995	72.69948256	63.5589973	67.27220101	68.01219796					
Dmtf1	-2.27E-01	6.646693513	1.38E-03	6.83E-03		Dmtf1	112.6092508	112.4607149	108.2085995	91.56106116	90.55750943	91.23124879	95.25704514					
Agrn	3.70E-01	4.710637521	1.39E-03	6.89E-03		Agrn	23.11386748	21.54419826	23.94568291	29.11641745	27.13912938	31.56721337	26.71194063					
4933421O10Rik	5.40E-01	3.28647645	1.39E-03	6.89E-03		4933421O10Rik	7.431706709	8.4945696	7.766167429	12.39126361	12.30400943	9.543576135	10.32506433					
Gapt	-4.44E-01	3.873388002	1.40E-03	6.90E-03		Gapt	17.38263603	18.46645565	16.76197804	12.69646715	11.24938005	12.94722916	13.1228237					
Tgm2	-4.72E-01	6.040213598	1.40E-03	6.93E-03		Tgm2	50.44743283	93.19404619	95.97688581	66.90061535	53.22362938	58.99665247	43.23204356					
Cops6	2.57E-01	5.958643684	1.41E-03	6.94E-03		Cops6	58.88682858	56.38424459	55.46337906	62.62776583	68.05874932	65.87069682	67.87897133					
Ngp	9.96E-01	7.021815693	1.42E-03	7.00E-03		Ngp	39.4258339	40.13376362	173.9621504	97.90929473	188.4271159	188.4689441	178.0573998					
Tnfaip8	2.39E-01	6.645005692	1.42E-03	7.01E-03		Tnfaip8	94.21892574	95.65624028	86.85163909	102.3652664	105.1817035	101.3754696	114.4416808					
Xylt2	-3.20E-01	4.989687986	1.42E-03	7.01E-03		Xylt2	36.46574733	37.24068557	35.65965211	30.76451655	27.209438	27.69639228	27.44468713					
Syngr2	2.29E-01	6.840679485	1.42E-03	7.02E-03		Syngr2	105.8073498	107.7825462	104.9726964	124.8892874	125.0087358	111.653167	121.7025325					
Rbm38	2.23E-01	7.402116996	1.43E-03	7.03E-03		Rbm38	163.1826448	147.8547549	160.3066394	177.140133	177.2480445	171.5841556	185.7845447					
Slc12a4	3.35E-01	4.936667427	1.43E-03	7.03E-03		Slc12a4	28.40423496	26.34547673	26.66384151	33.14510414	32.27165903	32.10111973	35.30505869					
Rreb1	-2.26E-01	6.697980056	1.43E-03	7.03E-03		Rreb1	118.5924045	114.6151348	112.0269652	96.99368412	96.88528571	96.97074213	91.19363273					
Siah1b	6.08E-01	2.485399737	1.43E-03	7.04E-03		Siah1b	4.471620139	4.124175096	4.594982396	6.531355696	7.171479784	6.139923108	6.1950386					
Lgr5	8.94E-01	1.352671849	1.43E-03	7.04E-03		Lgr5	2.141339221	1.600426157	1.488515424	2.563709712	3.726357143	2.068887134	4.329865688					
1810006K21Rik	3.05E-01	5.446736323	1.44E-03	7.10E-03		1810006K21Rik	37.91430033	38.71800202	40.64294288	43.88826865	52.09869137	42.64577028	49.36046885					
Evi2a	2.79E-01	5.583921449	1.46E-03	7.15E-03		Evi2a	41.94505651	46.78168765	41.61371381	49.07672878	54.70011051	51.58870177	49.95998871					
Pnck	-9.75E-01	0.488408895	1.46E-03	7.15E-03		Pnck	2.393261483	1.96975527	1.553233486	1.403936271	0.562469003	0.86759783	0.999199774					
Rnd1	-9.17E-01	1.264828707	1.46E-03	7.18E-03		Rnd1	2.141339221	3.754845983	4.141955962	2.746831835	1.476481132	1.468242482	1.065813092					
Hgsnat	-4.39E-01	4.08723406	1.46E-03	7.19E-03		Hgsnat	18.51628621	21.236424	21.29224237	17.39660162	14.34295957	12.94722916	13.32266366					
Ptpn1	2.32E-01	8.243493343	1.47E-03	7.20E-03		Ptpn1	259.353968	303.5885309	278.7406927	334.442036	312.3109137	296.4515049	334.865151					
Fam160a2	-2.93E-01	5.411026499	1.47E-03	7.20E-03		Fam160a2	49.37676322	49.85943026	45.75566977	40.83623328	37.12295418	38.04082795	36.97039165					
Cox6a1	2.47E-01	6.678791719	1.47E-03	7.21E-03		Cox6a1	92.6444116	86.97700612	103.0958726	107.3706044	113.5484299	101.8426376	111.3108548					
Cul2	2.77E-01	5.580479189	1.47E-03	7.21E-03		Cul2	40.11862012	45.1812615	44.97905303	49.01568807	52.30961725	50.85458053	52.42468149					
Prelid2	4.98E-01	3.609654846	1.47E-03	7.21E-03		Prelid2	8.817279146	10.46432487	10.8726344	12.75750785	16.1006752	12.4800611	13.98879684					
Triobp	2.66E-01	6.139254951	1.48E-03	7.25E-03		Triobp	69.84544695	65.24814331	57.72851123	76.60608783	73.47251348	75.88144102	74.14062325					
Rtn1	-6.22E-01	2.729640326	1.49E-03	7.29E-03		Rtn1	9.195162538	8.863898713	7.183704872	5.920948621	4.780986523	6.473614581	3.996799097					
Mpo	9.03E-01	3.938547747	1.51E-03	7.40E-03		Mpo	5.731231445	6.155485218	19.48013664	13.18479281	20.2488841	24.22600096	18.05220925					
Fam116b	-2.63E-01	6.024572459	1.51E-03	7.41E-03		Fam116b	72.99447522	77.55911374	68.86001787	60.91862602	55.96566577	56.99450363	62.6831325					
Gpsm2	6.68E-01	3.999120174	1.52E-03	7.43E-03		Gpsm2	8.50237632	8.679234157	19.48013664	16.35890959	20.38950135	17.68564808	20.71674199					
Ctsg	1.22E+00	1.334803628	1.52E-03	7.43E-03		Ctsg	0.629805653	0.677103374	3.106466972	2.075384053	3.515431267	4.538204036	3.130825959					
Scaper	-3.16E-01	5.082066721	1.52E-03	7.44E-03		Scaper	36.84363072	38.96422143	40.64294288	31.37492362	29.31869676	28.6974667	31.44148623					
Pebp1	2.34E-01	6.884059492	1.52E-03	7.44E-03		Pebp1	104.5477384	106.6745588	116.3630753	120.0670715	129.5787965	116.191371	133.0267966					
Nup210	2.04E-01	9.064109095	1.52E-03	7.44E-03		Nup210	504.1594255	512.1979249	487.2622881	575.6749118	551.2196226	543.8503631	569.277418					
Scd2	3.43E-01	7.212478293	1.52E-03	7.44E-03		Scd2	155.8768992	123.9714723	110.8620401	127.5140378	178.8651429	150.2279013	189.3816639					
Pgam2	6.35E-01	2.784518076	1.53E-03	7.45E-03		Pgam2	5.983153706	6.401704626	3.559493405	8.057373382	8.577652291	8.409025126	7.194238374					
P2ry12	-5.38E-01	3.125515124	1.53E-03	7.47E-03		P2ry12	9.258143104	11.26453795	11.77868727	6.653437111	8.226109164	7.407950707	6.59471851					
Eif4e	2.48E-01	6.303563535	1.54E-03	7.51E-03		Eif4e	67.45218547	73.31182894	76.94977561	80.75685594	90.97936118	79.01814087	84.33246094					
Arl4d	-6.11E-01	2.315559001	1.55E-03	7.53E-03		Arl4d	6.549978794	5.601491548	6.730678439	4.028686691	3.726357143	4.471465742	3.730345824					
Myef2	2.70E-01	5.747048626	1.55E-03	7.54E-03		Myef2	50.00656887	46.78168765	49.89762573	53.28853759	57.23122102	57.86210146	60.75134627					
Ly6k	-8.61E-01	2.039568886	1.55E-03	7.56E-03		Ly6k	6.486998229	5.724601252	4.72441852	5.00533801	1.265555256	2.469316902	3.064212641					
Zfp534	-3.84E-01	4.352202958	1.55E-03	7.57E-03		Zfp534	24.81434274	24.68349572	22.2630133	17.2745202	18.91302022	16.41762048	18.71834244					
Olfm4	-1.30E+00	0.623525928	1.56E-03	7.60E-03		Olfm4	0.503844523	2.215974678	4.40082821	0.610407074	0.843703504	1.134551009	1.132426411					
Btnl3	1.02E+00	0.680728026	1.56E-03	7.60E-03		Btnl3	1.574514133	0.738658226	0.776616743	1.526017686	2.531110512	1.801933956	2.33146614					
Lrp6	-2.28E-01	6.767063394	1.57E-03	7.65E-03		Lrp6	121.0486466	119.9704069	121.3463661	97.6651319	99.97886523	108.3162522	94.72413859					
Sar1a	2.19E-01	6.95842272	1.59E-03	7.72E-03		Sar1a	114.4356872	120.2166263	112.1564013	127.7582007	138.859535	128.9383853	127.7643445					
Rundc3b	-5.30E-01	2.987094647	1.59E-03	7.72E-03		Rundc3b	9.636026496	9.9103312	9.772427349	7.324884892	5.835615903	7.074259233	5.928585327					
Thra	-3.99E-01	4.192733367	1.60E-03	7.78E-03		Thra	23.05088691	20.92864974	20.70977981	16.96931667	14.9757372	16.35088219	15.05460993					
Dnpep	2.76E-01	5.548965303	1.61E-03	7.80E-03		Dnpep	43.70851234	42.04196404	41.74314993	47.36758897	51.46591375	52.52303789	48.76094898					
Scarb1	-3.36E-01	5.680037314	1.61E-03	7.81E-03		Scarb1	50.13253	59.27732264	68.60114563	54.69247386	44.57566846	41.71143416	40.36767088					
Cox7b	2.64E-01	5.907572781	1.61E-03	7.83E-03		Cox7b	51.70704414	54.16826991	58.50512797	60.7355039	68.33998383	60.86532472	65.81395846					
1110018G07Rik	2.14E-01	7.053529469	1.62E-03	7.83E-03		1110018G07Rik	126.1500724	119.3548584	126.0707846	138.9286501	140.7578679	140.3506337	137.6897289					
Sema4f	-4.99E-01	3.180121245	1.62E-03	7.85E-03		Sema4f	10.64371554	11.3260928	11.19622471	8.118414089	6.890245283	7.608165591	7.660531602					
Fbxl2	-8.95E-01	1.002999696	1.63E-03	7.88E-03		Fbxl2	1.88941696	3.262407165	3.106466972	1.159773441	1.617098383	2.00214884	0.999199774					
Rab1	2.20E-01	6.837532615	1.63E-03	7.91E-03		Rab1	105.3035052	106.3052297	107.3025466	118.4800131	127.1883032	118.8609028	116.7731469					
Atp5l	2.38E-01	6.259455852	1.63E-03	7.91E-03		Atp5l	68.71179678	69.31076355	74.16689895	78.86459401	82.40170889	81.28724289	81.33486162					
Chpf	4.27E-01	3.96020848	1.64E-03	7.95E-03		Chpf	12.5331325	14.157616	13.00833044	16.17578747	17.85839084	17.75238638	17.45268939					
Icam5	1.05E+00	0.477440521	1.65E-03	7.98E-03		Icam5	0.629805653	1.046432487	0.970770929	1.587058393	1.124938005	1.935410545	2.464692776					
Acss2	-4.59E-01	3.99790681	1.66E-03	8.01E-03		Acss2	16.75283038	18.46645565	22.58660361	14.58872908	11.95246631	15.21633118	12.3900772					
Mdn1	-2.17E-01	8.500337403	1.66E-03	8.03E-03		Mdn1	382.229051	419.9272015	399.310442	352.3269633	318.0059124	317.540806	348.3210413					
Rps6kb1	2.21E-01	6.745843196	1.66E-03	8.03E-03		Rps6kb1	98.87948757	103.9045905	96.36519419	110.6057619	113.6890472	110.9190457	116.5066937					
Set	2.09E-01	8.563751304	1.67E-03	8.05E-03		Set	361.3824839	341.3832102	357.502574	391.7592603	403.2902749	386.9486324	404.342842					
Mast1	-4.09E-01	4.153473219	1.67E-03	8.06E-03		Mast1	22.35810069	19.75910755	21.03337012	14.89393261	14.27265094	15.34980777	16.98639616					
Mrpl52	3.28E-01	5.103809556	1.67E-03	8.07E-03		Mrpl52	28.08933214	32.4394071	31.12938778	38.02836073	37.82604043	33.36914733	39.7015377					
Uba52	2.05E-01	9.885279091	1.67E-03	8.08E-03		Uba52	897.473056	871.3089325	887.2846288	996.5505896	944.9479245	987.9937141	1028.309794					
Acap1	-2.41E-01	8.940241245	1.68E-03	8.13E-03		Acap1	623.3186551	531.9570325	487.3917243	461.3456668	435.1400822	444.4103041	458.0997898					
Nebl	-6.04E-01	2.346640936	1.69E-03	8.15E-03		Nebl	6.235075968	6.955698296	6.018779758	4.028686691	4.429443396	3.670606206	4.26325237					
Qprt	-6.07E-01	2.359004404	1.69E-03	8.15E-03		Qprt	6.235075968	6.771033739	6.407088129	3.967645983	3.445122641	4.805157215	4.26325237					
Caskin2	5.61E-01	2.814356961	1.69E-03	8.16E-03		Caskin2	5.227386922	5.478381844	6.212933944	7.263844185	8.155800539	8.208810242	8.726344695					
Slc7a7	-4.42E-01	3.935749767	1.71E-03	8.22E-03		Slc7a7	16.18600529	18.22023624	20.51562563	12.81854856	13.99141644	13.48113552	12.05701061					
Jak2	-2.07E-01	7.553639865	1.71E-03	8.23E-03		Jak2	204.3719345	209.1633877	207.4861065	182.2065117	168.4594663	174.3871639	170.1304149					
Gltpd1	4.72E-01	3.732661929	1.71E-03	8.24E-03		Gltpd1	9.824968192	12.00319617	11.3903789	14.34456625	17.36623046	14.01504188	14.12202348					
Ndufb11	2.35E-01	6.31002304	1.72E-03	8.28E-03		Ndufb11	75.82860066	73.74271291	70.28381524	82.64911787	87.53423854	82.22157901	82.86696794					
Cdk5rap3	2.50E-01	6.23614666	1.73E-03	8.30E-03		Cdk5rap3	71.73486391	73.18871924	62.58236587	80.81789665	82.89386927	78.35075792	77.73774243					
Smarca2	-2.11E-01	7.225201435	1.74E-03	8.35E-03		Smarca2	167.2763815	167.8600819	159.8536129	144.4833545	135.6956469	132.2753	140.6873282					
Rqcd1	2.51E-01	6.037726844	1.74E-03	8.35E-03		Rqcd1	58.57192576	59.27732264	63.0353923	66.41228969	71.08202021	69.20761156	72.1422237					
Eprs	2.13E-01	7.590910352	1.74E-03	8.35E-03		Eprs	173.3225158	179.3092844	186.5174544	192.8886355	213.5976038	195.8768948	207.3672598					
Tmtc2	-1.20E+00	-0.389565597	1.74E-03	8.36E-03		Tmtc2	1.007689045	1.292651896	1.100207052	0.549366367	0.421851752	0.266953179	0.666133183					
Fam149b	-2.37E-01	6.363472984	1.74E-03	8.36E-03		Fam149b	94.72277026	89.56230991	90.7347228	74.6527852	69.81646496	78.28401963	78.93678216					
Mecp2	-2.14E-01	7.245148172	1.75E-03	8.38E-03		Mecp2	168.2840706	174.3848962	159.2064323	137.4026324	145.0466941	141.7521378	136.8237557					
Ifng	8.01E-01	1.280922305	1.75E-03	8.40E-03		Ifng	1.637494699	2.092864974	1.488515424	2.929953957	2.671727763	3.203438143	2.997599323					
Dph5	-3.28E-01	5.105295873	1.76E-03	8.46E-03		Dph5	37.41045581	44.01171931	37.2128856	29.23849886	30.44363477	29.56506453	33.30665914					
Usp6nl	2.57E-01	6.158486506	1.77E-03	8.47E-03		Usp6nl	66.06661303	69.2492087	60.70554207	72.57740114	73.40220485	74.14624536	83.53310112					
Tmod3	-2.37E-01	7.966938501	1.78E-03	8.52E-03		Tmod3	293.552415	282.2905521	259.5194283	229.6351414	225.4094528	253.6055197	209.0325928					
Sit1	-4.23E-01	4.150167965	1.78E-03	8.54E-03		Sit1	21.41339221	21.85197252	20.06259919	16.23682818	13.28833019	17.55217149	13.92218352					
Cad	2.14E-01	7.270064004	1.79E-03	8.55E-03		Cad	137.0457102	142.5610376	151.8285732	155.0433969	171.5530458	159.7047391	162.2700433					
Megf8	-5.60E-01	2.87601949	1.79E-03	8.55E-03		Megf8	8.061512362	10.15655061	9.12524673	5.798867207	7.101171159	5.806231635	5.395678781					
Heatr7a	-2.28E-01	6.535998737	1.79E-03	8.56E-03		Heatr7a	103.3511077	106.4283394	99.21278891	91.43897974	82.75325202	83.02243855	83.73294108					
Adk	3.83E-01	4.615424177	1.80E-03	8.61E-03		Adk	18.45330564	22.22130164	23.03963004	24.6604458	31.42795553	26.09467321	25.71274086					
Ppl	-6.86E-01	3.209756894	1.80E-03	8.62E-03		Ppl	10.51775441	15.26560334	10.0312996	4.822215888	6.890245283	6.74056776	10.65813092					
Spag9	-2.30E-01	7.990469434	1.80E-03	8.62E-03		Spag9	310.0533231	277.1814993	260.1666089	245.2615625	227.0265512	237.6550673	224.2870427					
Galc	-5.78E-01	3.514365225	1.81E-03	8.65E-03		Galc	10.64371554	13.54206748	18.83295602	9.827553897	10.19475067	10.14422079	6.994398419					
Psmd12	2.49E-01	6.05475671	1.82E-03	8.66E-03		Psmd12	60.77624554	59.03110324	63.35898261	68.30455162	73.96467385	68.74044349	71.00979729					
Pde1b	-2.71E-01	5.784901767	1.82E-03	8.67E-03		Pde1b	66.44449642	61.61640703	58.44040991	55.24184023	47.24739623	48.45200192	48.62772234					
Ccdc117	2.46E-01	6.059943563	1.82E-03	8.67E-03		Ccdc117	59.83153706	63.03216863	61.09385044	67.08373747	71.71479784	71.34323698	72.74174356					
Nacad	-5.22E-01	3.165905286	1.82E-03	8.69E-03		Nacad	11.27352119	10.27966031	11.58453308	9.034024701	7.593331536	6.673829465	6.394878555					
Bend3	3.76E-01	4.362550651	1.84E-03	8.75E-03		Bend3	17.31965547	18.95889447	17.34444059	21.05904407	23.76431536	21.35625429	24.18063454					
Farp2	5.74E-01	2.690833255	1.84E-03	8.77E-03		Farp2	4.7235424	5.232162435	5.501035262	7.569047722	6.890245283	8.142071948	7.127625056					
Ndufa13	2.63E-01	5.702274265	1.84E-03	8.78E-03		Ndufa13	49.37676322	47.58190073	45.75566977	56.46265438	54.55949326	55.72647604	54.75614763					
Eif3f	2.05E-01	8.509350178	1.85E-03	8.80E-03		Eif3f	345.0075369	336.6434865	341.4524946	379.9784038	377.6276267	378.0057009	389.9543652					
Tmem86a	-4.88E-01	3.747754766	1.85E-03	8.82E-03		Tmem86a	15.11533568	15.32715819	18.57408377	11.41461229	11.31968868	13.34765893	9.059411286					
8430427H17Rik	-7.20E-01	1.595600134	1.85E-03	8.82E-03		8430427H17Rik	4.597581269	3.816400835	3.430057281	2.62475042	1.968641509	2.269102018	2.398079458					
Marco	-5.25E-01	3.89992821	1.86E-03	8.82E-03		Marco	13.35187985	19.75910755	22.00414105	12.3302229	14.9757372	11.87941645	10.45829097					
Foxo4	-2.60E-01	5.71923587	1.88E-03	8.95E-03		Foxo4	60.46134272	59.4619872	57.40492092	48.95464736	49.77850674	48.05157215	44.89737652					
Heatr5a	-2.68E-01	6.006376227	1.89E-03	8.97E-03		Heatr5a	66.38151586	69.31076355	81.60947607	59.02636409	57.7233814	60.53163325	55.88857404					
Atl2	2.64E-01	5.715257897	1.89E-03	8.97E-03		Atl2	45.91283213	48.1358944	49.76818961	51.64043849	59.05924528	55.65973774	57.55390699					
Rab26	1.04E+00	0.246948365	1.89E-03	8.99E-03		Rab26	0.692786219	0.86176793	0.711898681	1.648099101	1.476481132	1.134551009	1.798559594					
Prep	2.58E-01	5.891389259	1.89E-03	8.99E-03		Prep	56.30462541	55.89180577	50.54480635	59.0874048	64.68393531	62.73399697	66.08041173					
